id;region;year;type;availability_constant;conversion_factor_iip_coke;conversion_factor_iip_heat_high_other;conversion_factor_pri_biomass_stemwood;conversion_factor_pri_coal;conversion_factor_pri_waste_municipal_bio;conversion_factor_sec_elec_ind;conversion_factor_sec_heating_oil;conversion_factor_sec_heavy_fuel_oil;conversion_factor_sec_hydrogen;conversion_factor_sec_lpg;conversion_factor_sec_methane;conversion_factor_iip_heat_proc;conversion_factor_iip_machine_drive;conversion_factor_iip_steam;conversion_factor_iip_ict;conversion_factor_iip_cooling;conversion_factor_sec_heat_district_high_ind;conversion_factor_iip_pump_fans_compression;conversion_factor_iip_lighting;conversion_factor_iip_heat_kiln;conversion_factor_pri_envir_heat;conversion_factor_pri_geoth_heat;conversion_factor_pri_solar_radiation;conversion_factor_exo_other_ind;conversion_factor_iip_electro_chemicals;cost_fix_p;cost_inv_p;cost_fix_e;cost_inv_e;lifetime;cost_var_e;flow_share_max_sec_hydrogen;capacity_p_inst_0;capacity_p_abs_new_max;capacity_e_inst_0;capacity_e_abs_new_max;ef_iip_coke_emi_co2_f_ind;ef_iip_coke_emi_ch4_f_ind;ef_iip_coke_emi_n2o_f_ind;ef_pri_biomass_stemwood_emi_co2_f_ind;ef_pri_biomass_stemwood_emi_ch4_f_ind;ef_pri_biomass_stemwood_emi_n2o_f_ind;ef_pri_coal_emi_co2_f_ind;ef_pri_coal_emi_ch4_f_ind;ef_pri_coal_emi_n2o_f_ind;ef_pri_waste_municipal_bio_emi_co2_f_ind;ef_pri_waste_municipal_bio_emi_ch4_f_ind;ef_pri_waste_municipal_bio_emi_n2o_f_ind;ef_sec_heating_oil_emi_co2_f_ind;ef_sec_heating_oil_emi_ch4_f_ind;ef_sec_heating_oil_emi_n2o_f_ind;ef_sec_heavy_fuel_oil_emi_co2_f_ind;ef_sec_heavy_fuel_oil_emi_ch4_f_ind;ef_sec_heavy_fuel_oil_emi_n2o_f_ind;ef_sec_lpg_emi_co2_f_ind;ef_sec_lpg_emi_ch4_f_ind;ef_sec_lpg_emi_n2o_f_ind;ef_sec_methane_emi_co2_f_ind;ef_sec_methane_emi_ch4_f_ind;ef_sec_methane_emi_n2o_f_ind;bandwidth_type;version;method;source;comment
21;DE;2024;ind_other_cool_abs_heat_pump_solar_large_1;100;;;;;;0.45;;;;;;;;;;0.9;;;;;;;0.55;;;10;1050;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
22;DE;2027;ind_other_cool_abs_heat_pump_solar_large_1;100;;;;;;0.45;;;;;;;;;;0.9;;;;;;;0.55;;;10;1050;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
23;DE;2030;ind_other_cool_abs_heat_pump_solar_large_1;100;;;;;;0.45;;;;;;;;;;0.9;;;;;;;0.55;;;10;1050;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
24;DE;2035;ind_other_cool_abs_heat_pump_solar_large_1;100;;;;;;0.45;;;;;;;;;;0.9;;;;;;;0.55;;;10;1050;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
25;DE;2040;ind_other_cool_abs_heat_pump_solar_large_1;100;;;;;;0.45;;;;;;;;;;0.9;;;;;;;0.55;;;10;1050;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
26;DE;2045;ind_other_cool_abs_heat_pump_solar_large_1;100;;;;;;0.45;;;;;;;;;;0.9;;;;;;;0.55;;;10;1050;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
27;DE;2050;ind_other_cool_abs_heat_pump_solar_large_1;100;;;;;;0.45;;;;;;;;;;0.9;;;;;;;0.55;;;10;1050;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
28;DE;2060;ind_other_cool_abs_heat_pump_solar_large_1;100;;;;;;0.45;;;;;;;;;;0.9;;;;;;;0.55;;;10;1050;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
29;DE;2070;ind_other_cool_abs_heat_pump_solar_large_1;100;;;;;;0.45;;;;;;;;;;0.9;;;;;;;0.55;;;10;1050;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
30;DE;2021;ind_other_cool_elec_0;90;;;;;;1;;;;;;;;;;2.941176471;;;;;;;;;;;;;;20;;;1.409324088;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
31;DE;2024;ind_other_cool_elec_0;80;;;;;;1;;;;;;;;;;2.463054187;;;;;;;;;;;;;;20;;;1.186799232;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
32;DE;2027;ind_other_cool_elec_0;70;;;;;;1;;;;;;;;;;2.898550725;;;;;;;;;;;;;;20;;;0.964274376;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
33;DE;2030;ind_other_cool_elec_0;70;;;;;;1;;;;;;;;;;2.898550725;;;;;;;;;;;;;;20;;;0.74174952;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
34;DE;2035;ind_other_cool_elec_0;70;;;;;;1;;;;;;;;;;2.898550725;;;;;;;;;;;;;;20;;;0.37087476;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
35;DE;2040;ind_other_cool_elec_0;70;;;;;;1;;;;;;;;;;2.898550725;;;;;;;;;;;;;;20;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
36;DE;2045;ind_other_cool_elec_0;70;;;;;;1;;;;;;;;;;2.898550725;;;;;;;;;;;;;;20;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
37;DE;2050;ind_other_cool_elec_0;70;;;;;;1;;;;;;;;;;2.898550725;;;;;;;;;;;;;;20;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
38;DE;2060;ind_other_cool_elec_0;70;;;;;;1;;;;;;;;;;2.898550725;;;;;;;;;;;;;;20;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
39;DE;2070;ind_other_cool_elec_0;70;;;;;;1;;;;;;;;;;2.898550725;;;;;;;;;;;;;;20;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
40;DE;2021;ind_other_cool_elec_1;100;;;;;;1;;;;;;;;;;4.002252251;;;;;;;;;;5;210;;;20;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
41;DE;2024;ind_other_cool_elec_1;100;;;;;;1;;;;;;;;;;4.119668245;;;;;;;;;;5;210;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
42;DE;2027;ind_other_cool_elec_1;100;;;;;;1;;;;;;;;;;4.237562187;;;;;;;;;;5;210;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
43;DE;2030;ind_other_cool_elec_1;100;;;;;;1;;;;;;;;;;4.367801045;;;;;;;;;;5;210;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
44;DE;2035;ind_other_cool_elec_1;100;;;;;;1;;;;;;;;;;4.42379679;;;;;;;;;;5;210;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
45;DE;2040;ind_other_cool_elec_1;100;;;;;;1;;;;;;;;;;4.482240435;;;;;;;;;;5;210;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
46;DE;2045;ind_other_cool_elec_1;100;;;;;;1;;;;;;;;;;4.482240435;;;;;;;;;;5;210;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
47;DE;2050;ind_other_cool_elec_1;100;;;;;;1;;;;;;;;;;4.543296088;;;;;;;;;;5;210;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
48;DE;2060;ind_other_cool_elec_1;100;;;;;;1;;;;;;;;;;4.543296088;;;;;;;;;;5;210;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
49;DE;2070;ind_other_cool_elec_1;100;;;;;;1;;;;;;;;;;4.543296088;;;;;;;;;;5;210;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
50;DE;2027;ind_other_cool_solar_1;100;;;;;;0.1;;;;;;;;;;0.68;;;;;;;0.9;;;10;800;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
51;DE;2030;ind_other_cool_solar_1;100;;;;;;0.1;;;;;;;;;;0.715789474;;;;;;;0.9;;;10;800;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
52;DE;2035;ind_other_cool_solar_1;100;;;;;;0.1;;;;;;;;;;0.753462604;;;;;;;0.9;;;10;800;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
53;DE;2040;ind_other_cool_solar_1;100;;;;;;0.1;;;;;;;;;;0.85;;;;;;;0.9;;;6.5;700;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
54;DE;2045;ind_other_cool_solar_1;100;;;;;;0.1;;;;;;;;;;0.9;;;;;;;0.9;;;6.5;700;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
55;DE;2050;ind_other_cool_solar_1;100;;;;;;0.1;;;;;;;;;;0.95;;;;;;;0.9;;;6.5;600;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
56;DE;2060;ind_other_cool_solar_1;100;;;;;;0.1;;;;;;;;;;0.95;;;;;;;0.9;;;6.5;600;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
57;DE;2070;ind_other_cool_solar_1;100;;;;;;0.1;;;;;;;;;;0.95;;;;;;;0.9;;;6.5;600;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
58;DE;2021;ind_other_finish_0;100;;;;;;;;;;;;0.287037922;0.489736272;0.089007806;0.063822029;0.004382629;;;0.066013342;;;;;1;;;;;;;;;;;420.6775158;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
59;DE;2024;ind_other_finish_0;100;;;;;;;;;;;;0.287037922;0.489736272;0.089007806;0.063822029;0.004382629;;;0.066013342;;;;;1;;;;;;;;;;;421.5128467;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
60;DE;2027;ind_other_finish_0;100;;;;;;;;;;;;0.287037922;0.489736272;0.089007806;0.063822029;0.004382629;;;0.066013342;;;;;1;;;;;;;;;;;419.1506969;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
61;DE;2030;ind_other_finish_0;100;;;;;;;;;;;;0.287037922;0.489736272;0.089007806;0.063822029;0.004382629;;;0.066013342;;;;;1;;;;;;;;;;;421.3831643;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
62;DE;2035;ind_other_finish_0;100;;;;;;;;;;;;0.287037922;0.489736272;0.089007806;0.063822029;0.004382629;;;0.066013342;;;;;1;;;;;;;;;;;417.4476951;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
63;DE;2040;ind_other_finish_0;100;;;;;;;;;;;;0.287037922;0.489736272;0.089007806;0.063822029;0.004382629;;;0.066013342;;;;;1;;;;;;;;;;;413.5122259;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
64;DE;2045;ind_other_finish_0;100;;;;;;;;;;;;0.287037922;0.489736272;0.089007806;0.063822029;0.004382629;;;0.066013342;;;;;1;;;;;;;;;;;408.8088603;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
65;DE;2050;ind_other_finish_0;100;;;;;;;;;;;;0.287037922;0.489736272;0.089007806;0.063822029;0.004382629;;;0.066013342;;;;;1;;;;;;;;;;;404.8733911;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
66;DE;2060;ind_other_finish_0;100;;;;;;;;;;;;0.287037922;0.489736272;0.089007806;0.063822029;0.004382629;;;0.066013342;;;;;1;;;;;;;;;;;399.5060417;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
67;DE;2070;ind_other_finish_0;100;;;;;;;;;;;;0.287037922;0.489736272;0.089007806;0.063822029;0.004382629;;;0.066013342;;;;;1;;;;;;;;;;;394.1386923;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
68;DE;2021;ind_other_finish_food_0;100;;0.467332509;;;;;;;;;;;0.214585593;;;0.233361832;;0.05618241;0.024384726;0.00415293;;;;1;;;;;;;;;;;156.0463846;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
69;DE;2024;ind_other_finish_food_0;100;;0.320404407;;;;;;;;;;;0.296809834;;;0.276669166;;0.077710211;0.024091707;0.004314674;;;;1;;;;;;;;;;;156.2566234;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
70;DE;2027;ind_other_finish_food_0;100;;0.320404407;;;;;;;;;;;0.296809834;;;0.276669166;;0.077710211;0.024091707;0.004314674;;;;1;;;;;;;;;;;155.3809644;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
71;DE;2030;ind_other_finish_food_0;100;;0.320404407;;;;;;;;;;;0.296809834;;;0.276669166;;0.077710211;0.024091707;0.004314674;;;;1;;;;;;;;;;;147.7689989;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
72;DE;2035;ind_other_finish_food_0;100;;0.320404407;;;;;;;;;;;0.296809834;;;0.276669166;;0.077710211;0.024091707;0.004314674;;;;1;;;;;;;;;;;147.8502154;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
73;DE;2040;ind_other_finish_food_0;100;;0.320404407;;;;;;;;;;;0.296809834;;;0.276669166;;0.077710211;0.024091707;0.004314674;;;;1;;;;;;;;;;;147.6968064;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
74;DE;2045;ind_other_finish_food_0;100;;0.320404407;;;;;;;;;;;0.296809834;;;0.276669166;;0.077710211;0.024091707;0.004314674;;;;1;;;;;;;;;;;147.5524214;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
75;DE;2050;ind_other_finish_food_0;100;;0.320404407;;;;;;;;;;;0.296809834;;;0.276669166;;0.077710211;0.024091707;0.004314674;;;;1;;;;;;;;;;;148.9931111;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
76;DE;2060;ind_other_finish_food_0;100;;0.320404407;;;;;;;;;;;0.296809834;;;0.276669166;;0.077710211;0.024091707;0.004314674;;;;1;;;;;;;;;;;147.0179305;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
77;DE;2070;ind_other_finish_food_0;100;;0.320404407;;;;;;;;;;;0.296809834;;;0.276669166;;0.077710211;0.024091707;0.004314674;;;;1;;;;;;;;;;;145.0427498;0;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
78;DE;2021;ind_other_heat_proc_bio_0;100;;;1;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;1.024529823;0;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
79;DE;2024;ind_other_heat_proc_bio_0;100;;;1;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.918543979;0;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
80;DE;2027;ind_other_heat_proc_bio_0;100;;;1;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.812558135;0;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
81;DE;2030;ind_other_heat_proc_bio_0;100;;;1;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.706572292;0;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
82;DE;2035;ind_other_heat_proc_bio_0;100;;;1;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.529929219;0;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
83;DE;2040;ind_other_heat_proc_bio_0;100;;;1;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.353286146;0;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
84;DE;2045;ind_other_heat_proc_bio_0;100;;;1;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.176643073;0;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
85;DE;2050;ind_other_heat_proc_bio_0;100;;;1;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0;0;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
86;DE;2060;ind_other_heat_proc_bio_0;100;;;1;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0;0;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
87;DE;2070;ind_other_heat_proc_bio_0;100;;;1;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0;0;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
88;DE;2021;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.849536162;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;0;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
89;DE;2024;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.880426;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
90;DE;2027;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.928588156;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
91;DE;2030;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.962255584;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
92;DE;2035;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.99080382;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
93;DE;2040;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.999494962;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
94;DE;2045;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;1.042678252;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
95;DE;2050;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.896290789;;;;;;;;;;;;;;53.9;463.6666667;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
96;DE;2060;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.896290789;;;;;;;;;;;;;;53.9;463.6666667;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
